Chemical,ChemicalID,PMID_List,length
naphthomycin K,C526004,[10513843],1
naphthoquinone,D009285,"[18782083, 17103476, 26195520, 10476972, 27554496]",5
naphthoquinones,D009285,[23264234],1
narciclasine,C010753,[20446033],1
naringenin,C005273,"[26638490, 11772620]",2
naringenine,C005273,[27514988],1
naringin,C005274,"[24620603, 23250224]",2
naseseazine B,C543448,[25416124],1
natamycin,D010866,[29164655],1
nataxazole,C540755,[25892546],1
nazumamide A,C116657,[24868880],1
nemadectins,C056041,[1770350],1
neoglucobrassicin,C555404,[22978675],1
neomycin,D009355,"[19362651, 1770350, 241738, 29038257, 22486967, 549988]",6
nerolidol,C037055,"[27231874, 27562017]",2
netilmicin,D009428,[26432787],1
netropsin,D009429,[27306928],1
nickel,D009532,"[18704271, 27730337]",2
nicotinamide,D009536,[26263697],1
nicotinamide adenine dinucleotide phosphate,D009249,[22112266],1
nicotine,D009538,"[26122961, 9062923]",2
nigericin,D009550,"[22032140, 2257019, 22586998, 1312603]",4
nikkomycin,C011952,"[26525981, 28972184, 20096125]",3
nikkomycin Z,C011952,[20096125],1
nikkomycins,C011952,[20096125],1
ningnanmycin,C000594254,[12548930],1
ninhydrin,D009555,[351383],1
niphimycin,C010492,[2257019],1
nitrate,D009566,"[23564162, 29116183, 28293039, 26847793, 164997, 27631134]",6
nitrates,D009566,[23053483],1
nitric oxide,D009569,"[23993531, 18392685, 21037009, 28931063, 27648556, 17564461]",6
nitrile,D009570,"[26263697, 19354300]",2
nitrite,D009573,[26360760],1
nitro blue tetrazolium,D009580,[27648556],1
nitrogen,D009584,"[27548127, 25059468, 28777571, 19191979, 4911442, 27511455, 22985125, 28820614, 17922763, 26263697, 25512025, 17344339, 17205789, 23993531, 25559405, 22548823, 14962038, 11858658, 19853457, 28440700, 26638490, 20946131, 19854857, 20446033, 3253407, 23601235, 29116183, 24069601, 17132268, 27515463, 19522562, 21498757, 21393570, 28265051, 3073060, 18722414, 10907551, 22147733, 20190089, 28293039, 23264234, 10841973, 26689788, 22130270, 20553557, 22082189, 20616047, 22432875, 24888481, 17466030, 21342466, 23160088, 17447238, 27312649, 3541827, 23319638, 26847793, 20230605, 23708134, 19041909, 21555588, 17953685, 18629474, 27648556, 22033567, 549988, 23457628, 25970745, 25346979, 20518352, 21520016, 21313893, 19118125, 18043646, 19354300]",75
nitrogens,D009584,[3253407],1
nitrone,C015388,[17344339],1
nitrosamines,D009602,[3306361],1
nitrosoguanidine,D009604,[241738],1
nitrous acid,D009608,[26689788],1
nivalenol,C038405,"[11109318, 29261142]",2
nivolumab,D000077594,[28923537],1
nocapyrones,C000625247,[23352141],1
nocardamine,C033516,[16151202],1
nocathiacin I,C463319,[20106660],1
nocathiacin acid,C549323,[20106660],1
nonactin,C050476,"[21585551, 27486824, 16830891]",3
nonylphenol,C025256,[21128606],1
nonylphenol ethoxylates,C021754,[21128606],1
nordihydroguaiaretic acid,D009637,[22871941],1
nortropane,D009662,[8988598],1
nostodione A,C541082,[18955814],1
notoamide L,C539659,[26061478],1
nourseothricin,D013309,[2998122],1
novobiocin,D009675,"[24130838, 16868863, 15519567, 241738]",4
novobiocins,D009675,[24130838],1
nucleoside,D009705,"[15085406, 26432787, 19354300, 28342817]",4
nucleosides,D009705,"[21672958, 25970745]",2
ochratoxin A,C025589,"[16715543, 25427716, 18308354]",3
ochratoxins,D009793,"[16715543, 11109318]",2
octadecylsilane,C024779,[29019198],1
octanoic acid,C031492,[19441818],1
octapeptins,C013629,[24866700],1
oil,D009821,"[19191979, 23993531, 22359583, 26051670]",4
olefin,D000475,[26578313],1
olefins,D000475,[23488669],1
oleuropein,C002769,[26931616],1
oligomycin,D009840,"[1770350, 25715784, 28728974, 26139611]",4
oligomycin D,D012427,[29741854],1
oligomycins,D009840,[20336498],1
oligonucleotide,D009841,"[23297839, 21596505, 20089046]",3
oligonucleotides,D009841,[11587850],1
oligopeptide,D009842,[11858658],1
oligopeptides,D009842,[10943372],1
oligosaccharide,D009844,"[23737449, 21207111, 22958348, 25301375]",4
oligosaccharides,D009844,"[26189714, 24084783, 24917072]",3
orfamide A,C585331,[26655755],1
ornithine,D009952,"[19919120, 16597967]",2
oviedomycin,C461780,[28972184],1
oxachelin,C516693,[17191682],1
oxalic acid,D019815,[23023950],1
oxaloacetate,D062907,[7812438],1
oxazole,D010080,"[25222744, 21429787, 16313990]",3
oxime,D010091,[20061160],1
oxindole,C022960,"[24500481, 24394195]",2
oxoglutarate,D007656,[27919802],1
oxohygrolidin,C000610771,"[26352211, 26809052]",2
oxygen,D010100,"[27196915, 28205416, 24663118, 19191979, 28708374, 20555400, 23619351, 28921941, 10763748, 22252012, 16503283, 10908794, 2231314, 19522562, 25795127, 7764965, 28265051, 21128606, 23314096, 7765099, 28264640, 12363340, 27231874, 25809238, 19486283, 21849072, 15765609, 3541827, 2126283, 22571441, 20392474, 14716467, 25594688, 21520016, 1367312, 16305145, 6347279, 24895757]",38
oxylipins,D054883,[21375710],1
oxypurinol,D010117,[28425950],1
oxytetracycline,D010118,"[25876602, 22112266, 27709288, 29087698, 28139884]",5
p-Coumaric acid,C495469,[24927550],1
p-coumaric acid,C495469,"[20396902, 11714229, 24927550, 25765308, 29114664]",5
p-cresol,C032538,"[29889418, 22016433]",2
p-cymene,C007210,[27272544],1
p-hydroxybenzoic acid,C038193,[28814712],1
p-hydroxyphenylacetic acid,C008070,[18214603],1
pABA,D010129,[21551298],1
pO(2),C093415,[10908794],1
paclitaxel,D017239,"[19946877, 20628412]",2
palinurin,C542546,[12918917],1
pamamycin,C024500,[21897037],1
paromomycin,D010303,[241738],1
parthenolide,C002669,[26567019],1
patulin,D010365,[15870443],1
pectin,D010368,"[24759645, 29151161]",2
pederin,C100127,[15305917],1
pembrolizumab,C582435,[28923537],1
penicillic acid,D010398,[15870443],1
penicillin,D010406,"[21375710, 21116414, 20837534, 11298223, 1368054, 15719553, 23084946, 15939351, 3718602, 6422823]",10
penicillin G,D010400,[5485731],1
penicillin N,C006414,[15719553],1
penicillin-G,D010400,[16632004],1
pentabromopseudilin,C094409,[24141121],1
pentose phosphate,D010428,"[25195246, 18167457, 22112266, 6035263, 21283831, 12324314]",6
peptide,D010455,"[21826462, 27419387, 10931301, 23598791, 11132960, 25904391, 24616526, 24927540, 11764765, 24317473, 27760211, 24217287]",12
peptides,D010455,"[19345136, 21672958, 20479271, 25407095, 24868880, 25904391, 26686620, 26605685, 26689539, 24593309, 27898308, 24927540, 17601782, 22140558, 11434213, 28762997, 28547376, 26452464, 21429787, 27760211, 15294785, 23457803]",22
peroxide,D010545,"[11720540, 27919802]",2
pestalone,C442628,[21375710],1
petroleum ether,C004544,"[25656264, 25432345, 15740876]",3
pga,D011454,[25554073],1
phenanthrene,C031181,"[21782215, 27037123]",2
phenazine,C000598831,"[1302177, 12422510, 22985848, 21362001, 16997957, 15128573, 20008172, 27002332, 12089008, 19189039, 19239495, 28893188, 25662514, 23457254, 25532893, 21849072, 20553557, 22077225, 22262095, 12458769, 29151161, 20067528, 25502821, 22724439, 26860841, 20085309, 17334842, 19246762, 27926818, 26051670, 17103476, 11673439, 20069876, 20705730, 24739259, 21671613, 4968963, 17552230, 12423020, 22494896, 24588386, 28871340, 20499649, 23606419]",44
"phenazine 1,6-di-carboxylic acid",C019040,[26051670],1
"phenazine-1,6-dicarboxylic acid",C019040,[28871340],1
phenazine-1-carboxamide,C420923,"[16997957, 22724439]",2
phenazine-1-carboxylate,C037165,[19189039],1
phenazine-1-carboxylic acid,C037165,"[17263850, 12619819, 28893188, 24377252, 26369437, 22724439, 17037049, 15859340, 17334842, 23708134, 17552230, 28871340]",12
phenazines,D010619,"[21216911, 23737449, 22985848, 21362001, 15128573, 3112182, 19189039, 19239495, 28893188, 27898308, 23457254, 21849072, 29151161, 27926818, 17103476, 24739259, 21671613, 24588386, 28871340, 28164793, 23606419]",21
phenethyl alcohol,D010626,[28814712],1
phenobarbital,D010634,[1920539],1
phenol,D019800,"[28814712, 22016433, 27192442, 15078513, 28264640, 27514988, 24941164, 23615124, 24453828]",9
phenolic acid,C017616,[19813054],1
phenolic acids,C017616,"[16116269, 23349065, 20797445, 23865390]",4
phenols,D010636,"[27048394, 27918439, 26931616, 11434213, 23865390, 28392457, 28865203, 18668441]",8
phenoxazinone,C020456,"[17284841, 21939253]",2
phenyl carboxylic acid,D019817,[29889418],1
phenylacetic acid,C025136,"[23349065, 18214603]",2
phenylalanine,D010649,"[19919120, 29889418, 23349065, 20396902, 22375709, 28523731, 23319638, 19040244, 12423020, 25970745]",10
phenylethyl alcohol,D010626,[19577444],1
phenytoin,D010672,[23397946],1
phloretin,D010693,[12747214],1
phloroglucinol,D010696,"[28262092, 12747214, 22101786, 22426436]",4
phormidolide,C475799,[26578313],1
phosphate,D010710,"[12324995, 25512025, 12730372, 24759645, 28440700, 25769826, 27974729, 10907551, 22147733, 22748594, 28293039, 23264234, 12848429, 2614673, 2998122, 22622839, 19476633, 21643706, 26916832, 15294785, 549988, 20518352, 21520016, 12519208, 17028277, 7142955, 28942849, 3913845]",28
phosphates,D010710,[2998122],1
phosphinothricin,C003121,[18544530],1
phosphoenolpyruvate,D010728,[28770367],1
phosphonate,D063065,"[26432787, 18544530]",2
phosphonates,D063065,"[23737449, 26686620]",2
phosphonoacetaldehyde,C003126,[18544530],1
phosphopantetheine,C003129,[24192555],1
phosphorus,D010758,"[27511455, 25769826, 26861677, 23708134]",4
phthalic acid diethyl ester,C007379,[11302198],1
phthalide,C082022,[26466717],1
phthiocerol dimycocerosate,C008901,[23002228],1
phthoxazolin A,C066102,[28728974],1
phycobilins,D052980,[23757137],1
phytic acid,D010833,[26189714],1
phytoalexin,C011991,"[8989880, 20530195, 11402212, 3882051]",4
phytoalexins,C011991,"[25489722, 27251587, 3882051, 20111686]",4
piceatannol,C041525,[16988123],1
pikromycin,C003145,[11162229],1
pimarane,C433018,[28737020],1
pimarane diterpenes,D045784,[28737020],1
pimaricin,D010866,[24593309],1
pimprinine,C008912,[22548364],1
pinacol,C000621940,[21979787],1
pipecolic acid,C031345,"[351383, 16418868]",2
piperazine,D000077489,[17344339],1
piperidine,C032727,[351383],1
piperonyl butoxide,D010882,[26961755],1
platinum,D010984,[28746900],1
plumbagin,C014758,[23264234],1
po2,C093415,[7764965],1
pogostone,C483658,[23160088],1
poly-beta-hydroxybutyrate,C003182,[21043573],1
poly-unsaturated fatty acids,D005231,[3882051],1
polyacetylenes,D000078789,[28623383],1
polyaluminum chloride,C016213,[29117587],1
polyamines,D011073,[21651627],1
polychlorinated biphenyl,D011078,"[24620603, 23250224, 22202970, 25970559]",4
polychlorinated biphenyls,D011078,"[27483244, 12746520, 25970559, 20384372, 7646029]",5
polycyclic aromatic hydrocarbons,D011084,[29053003],1
polyene,D011090,"[23974132, 25420039, 29257362, 25143015, 25036635, 27311327, 27447056, 25715784, 19040244]",9
polyethylene glycol 6000,C000595215,[3901922],1
polyethylene glycols,D011092,[8882807],1
polyethylene oxide,D011092,[19239495],1
polyferric sulfate,C024823,[29117587],1
polyhydroxyalkanoate,D054813,[25769826],1
polyhydroxyalkanoates,D054813,"[19191979, 25372346, 19884772]",3
polyketide,D061065,"[1302177, 18084914, 27624095, 24595070, 23598791, 29078342, 19754167, 29108108, 19109025, 25948579, 19362647, 11132960, 23531987, 25904391, 24616526, 11572948, 14651864, 1367126, 24593309, 24927540, 1770350, 23157252, 24236194, 16226455, 17334710, 11764765, 27091386, 23149681, 26369755, 29069388, 28293709, 24838618, 23668716, 28067831, 27382785, 28523731, 29196786, 20681593, 12200302, 23963911, 19041909, 23341601, 27760211, 15289572, 21539584, 23555090, 10476972, 12698320, 18280126, 17919655, 17564461, 17379718, 16313990, 24217287, 24409758, 24827417]",56
polyketides,D061065,"[19345136, 21672958, 3772735, 23737449, 23553377, 25407095, 19362647, 11571152, 15305917, 20470251, 26686620, 27350607, 14651864, 29066791, 26689539, 1367126, 17704766, 24118945, 19462013, 15085406, 27898308, 27338328, 24927540, 14676319, 21952539, 22140558, 28632186, 12363340, 18338869, 27091386, 28762997, 16049955, 15870305, 27382785, 28547376, 12200302, 26452464, 17185221, 26195520, 21539584, 17560324, 23555090, 10476972, 12698320, 19586645]",45
polymer,D011108,"[19968554, 15504865]",2
polymers,D011108,"[23981049, 28651868]",2
polyoxyethylene,D011092,[8882807],1
polypeptides,D010455,"[28394295, 28623383]",2
polyphenol,D059808,"[12474899, 21925860, 28407906, 24827417]",4
polyphenols,D059808,"[25128676, 23615124, 21925860, 27487455, 28407906, 27179537, 24927550, 24353343, 28865203, 27450433, 25863020, 15740876]",12
polyphosphate,D011122,[25769826],1
polyphyllin D,C121203,[24917072],1
polypropylene,D011126,"[16230654, 16680458]",2
polypropylene oxide,C012504,[19239495],1
polysaccharide,D011134,"[27393306, 22985125, 21951859, 21724952, 17466030, 27312649]",6
polysaccharides,D011134,"[28931093, 27393306, 21951859, 14727096, 23301151, 28003198, 28651868]",7
polystyrene,D011137,"[27002332, 23374132]",2
polyunsaturated fatty acids,D005231,[15958783],1
polyurethane,D011140,"[15504865, 16680458]",2
polyvinyl chloride,D011143,[27002332],1
polyynes,D053279,[24588891],1
potassium,D011188,[23480526],1
potassium di-hydrogen phosphate,C013216,[23184174],1
ppGpp,D006159,"[23035953, 27281927]",2
pradimicin,C080896,[15870305],1
preQ1,C096876,[17997835],1
pristinamycins,D025762,[21520016],1
proanthocyanidin,C013221,[26985927],1
procyanidin,C017674,[28567675],1
procyanidin B2,C479580,[24353343],1
procyanidins,D044945,[22671027],1
prodiginine,C010307,"[17109029, 23409083, 21342466, 23517679]",4
prodiginines,C010307,"[24562326, 28648623, 17109029, 23517679]",4
prodigiosin,D011353,"[29119317, 24587717, 21642414, 23656323, 21824244, 24562326, 4572893, 15916601, 26538254, 17109029, 3901922, 16187093, 22194349, 17766413, 19476633, 25897029, 22752173, 12519208, 18485072]",19
proline,D011392,"[23065379, 351383, 23085953, 20152135, 8140285, 21384090, 16597967, 549988]",8
propanoate,D011422,[29094115],1
propidium iodide,D011419,[28051856],1
propionate,D011422,"[25198138, 29889418, 20456526, 28432098, 14962038, 16230654, 24151782, 22871941]",8
propionic acid,C029658,"[20456526, 16751541]",2
prostaglandin E(2),D015232,[24353343],1
protium,D006859,[26061478],1
protopanaxadiol,C062916,[9436194],1
protorubradirin,C077332,[1399853],1
proximicin B,C529560,[26975378],1
pteridine,D011621,[28431213],1
pterins,D011622,[28431213],1
pulegone,C039648,[21843946],1
pulvomycin,C012521,[20224601],1
purine,C030985,"[25868618, 16860349, 20230605]",3
puromycin,D011691,[21897037],1
putrescine,D011700,[26246193],1
puwainaphycin F,C577099,[26893022],1
pyochelin,C025316,"[27199346, 19817465, 23708134, 12423020, 27480638, 28194740]",6
pyocyanin,D011710,"[22985848, 3112182, 18755976, 26832668, 21037009, 23457254, 20553557, 15636743, 28931063, 11673439, 20705730, 12423020, 17028277, 19054330]",14
pyoluteorin,C095503,"[28262092, 21495154, 16637170, 26655755, 17037049, 23708134, 21392918]",7
pyorubin,C042454,[22985848],1
pyoverdin,C042453,[12422510],1
pyoverdine,C042453,"[27199346, 25957971, 26832668, 22380795, 28000056, 23708134, 27523480, 23877277, 27480638, 27966085, 25182327]",11
pyoverdines,C042453,[23877277],1
pyrazine,D011719,"[24595070, 28557379]",2
pyrazines,D011719,[24633227],1
pyrene,C030984,"[21782215, 27037123]",2
pyridine,C023666,[26122961],1
pyridone,D011728,[17564461],1
pyrogallol,D011748,[27048394],1
pyrone,D011753,"[18400237, 19040244]",2
pyrroles,D011758,[28846625],1
pyrrolidine,C032519,[351383],1
pyrrolnitrin,D011764,"[21362001, 9172332, 27002332, 19884772, 22077225, 26655755, 22262095, 22353575, 18793314, 24739259, 4968963, 10547442]",12
pyrroloquinoline quinone,D045542,[22752173],1
pyruvate,D019289,"[29094115, 27422837, 27005411, 23840410]",4
quercetin,D011794,"[12747214, 21782215, 11772620]",3
quercetin glycoside,D012431,[22475000],1
quercetin glycosides,D012431,"[20396902, 24353343]",2
quercetin-3-glucoside,C016527,[12747214],1
quercitrin,C012526,[28407906],1
queuosine,D009704,"[21375305, 19354300]",2
quinalphos,C009145,[17295279],1
quinazoline,D011799,[21939253],1
quinazolines,D011799,[24617253],1
quinine,D011803,[20738404],1
quinines,D011803,[24617253],1
quinocycline,C002052,[17618233],1
quinol,D006873,[28708374],1
quinoline,C037219,"[29116183, 21979787]",2
quinolines,D011804,"[23023950, 26331158]",2
quinolinone,D015363,[27498615],1
quinolinones,D015363,[27498615],1
quinolone,D015363,"[25809238, 10500159, 25239889, 21965577, 26331158, 27480638, 19296377, 20738404, 17028277, 19054330]",10
quinolones,D015363,"[28785779, 26299672, 20738404, 25133532, 19054330]",5
quinomycin,C010777,"[19777825, 25865308]",2
quinone,C004532,"[17344339, 22203554]",2
quinones,D011809,"[24138171, 22036764, 26001558, 23255442]",4
quinupristin/dalfopristin,C062940,[11178336],1
raffinose,D011887,"[16538400, 24445449]",2
ralfuranone B,C000602066,[26645956],1
ramentaceone,C517013,[18782083],1
rapamycin,D020123,[22586998],1
reactive oxygen species,D017382,"[28921941, 23493063, 28454711, 27231874, 20530195, 25532893, 21849072, 11790734, 24131360, 28051856, 27648556, 23397456]",12
reblastatin,C414123,[28472671],1
reserpine,D012110,[23210781],1
resistomycin,C018379,"[25537064, 22203554]",2
resveratrol,D000077185,"[16988123, 19813054, 22332977]",3
retymicin,C500114,"[15835721, 15835722]",2
rhamnolipid,C418382,"[20336292, 21667084]",2
rhamnolipids,C418382,"[3112182, 26588432, 20336292, 20705730, 25133532, 27128927]",6
rhamnose,D012210,"[24690912, 26323856]",2
rhizopodin,C081739,[22278953],1
rhizoxin,C041443,[26655755],1
ribitol,D012255,[27091386],1
ribofuranosyllumichrome,C500115,"[15835721, 15835722]",2
ribose,D012266,[26195520],1
ribostamycin,D012271,[241738],1
rifampicin,D012293,"[18789127, 21060211, 26905826, 27208659, 19942945, 29049321, 21142208, 23341601, 21512256]",9
rifampin,D012293,"[23603745, 23002228, 19047343]",3
rifamycin,C023808,"[24621594, 25574739, 10943372, 24684523]",4
rifamycin B,C033974,"[25574739, 2285341]",2
rifamycin S,C032779,[24409762],1
rimocidin,C003273,[25876602],1
ristocetin,D012310,[25114137],1
ristomycin,D012310,[25114137],1
ristomycin A,C016719,[25114137],1
roquefortine,C012536,[2231314],1
rosigenin,C474545,[12542349],1
rosmarinic acid,C041376,[27179537],1
rubradirin,C002857,[1399853],1
rugulosin,C029548,[16680458],1
rutin,D012431,[21782215],1
s,D013455,[18592170],1
saframycin,C027443,[27548127],1
safrole,D012451,[351383],1
salicylic acid,D020156,"[24620603, 25512025, 25523369, 12619819, 20530195, 22978675, 22425978, 24131360, 12423020, 11402212]",10
saline,D012965,"[12969296, 21731548, 22359583, 26466995]",4
salinomycin,C010327,[28293709],1
salinosporamide K,C557509,[21873479],1
salt,D012492,"[25574739, 26907755, 21731548, 25372346, 10766021, 23085953, 28365325, 26466995, 26378547, 24684523, 23800234]",11
sanquinarine,C005705,[28705748],1
saponin,D012503,"[26782406, 23085953, 17764709, 27842527]",4
saponins,D012503,"[27166532, 14569290, 28603127, 27757508, 21796935, 20527468, 26001558, 9436194, 22654215, 24453828, 24917072, 20606771, 15740876]",13
saquayamycin,C046893,[15835721],1
saquayamycin Z,C500113,"[15835721, 15835722]",2
saxitoxin,D012530,[23648386],1
saxitoxins,D012530,"[24275084, 23648386]",2
sceliphrolactam,C556704,[21364940],1
scopoletin,D012603,"[20530195, 23644174, 24131360]",3
scopolin,C417572,[20530195],1
scytonemin,C083368,[26335778],1
secalonic acid D,C009218,[29248948],1
secoiridoid glycosides,D057889,[24206732],1
sephadex,C025614,[18062256],1
sephadex LH-20,C025614,[17618233],1
serine,D012694,"[23737449, 18555551, 23457254, 27404808, 21429787, 15294785, 26350134]",7
serratamolide,C009246,"[23791620, 25897029]",2
sesquiterpene,D012717,"[18421429, 27231874, 22039990, 15388442]",4
sesquiterpenes,D012717,"[11960184, 18421429, 27231874, 23023950]",4
sevadicin,C000590643,"[24975930, 25069424, 25529345]",3
shikimic acid,D012765,"[20797445, 26689539]",2
short-chain fatty acids,D005232,"[29889418, 22016433]",2
silane,D012821,[19708882],1
silica,D012822,"[16830891, 18062256]",2
silica gel,D058428,"[25675117, 29019198, 25656264, 23979826, 22032140, 26591527, 24377252, 29188775, 22494896]",9
silicon dioxide,D012822,[27192209],1
silver,D012834,"[24428801, 24136453, 25128676, 25551660, 28051856, 27966085]",6
silver nitrate,D012835,"[27966085, 24932777]",2
sinapic acid,C073734,[24029746],1
sisomicin,D012853,[241738],1
sitosterol,C025473,[27231874],1
skyrin,C009274,[16680458],1
sodium,D012964,[24684523],1
sodium acetate,D019346,"[22202970, 25970559]",2
sodium chloride,D012965,"[20185187, 11934033]",2
sodium metabisulphite,C005200,[20185187],1
sodium monensin,D008985,[18661292],1
solavetivone,C438421,[25489722],1
soraphen,C086151,"[23462001, 14651865, 15289572]",3
soraphen A,C086151,[15289572],1
sorbitol,D013012,"[27091386, 24445449, 23148661]",3
sp,C000604007,[30452176],1
sparsomycin,D013033,[29111481],1
spectinomycin,D000198,"[21764930, 1957296]",2
spermidine,D013095,[17922765],1
sphaerolone,C420977,[21375710],1
sphingosine,D013110,[27154031],1
spiramycin,D015572,"[24258629, 8140285, 20060537]",3
squalene,D013185,"[26643964, 22425978]",2
stainless steel,D013193,[21384090],1
starch,D013213,"[29084681, 27393306, 24759645, 24118945, 19968554, 28917933]",6
staurosporin,D019311,[21585551],1
staurosporine,D019311,"[21873479, 20624727, 26593927]",3
staurosporines,D019311,[21873479],1
stephacidin A,C470895,[26061478],1
steroid,D013256,"[23708453, 7380334]",2
steroids,D013256,"[27166532, 27020867, 7380334, 28846625, 21796935, 26985927, 24941164, 22372603, 3718602, 23023950, 23255442, 28623383]",12
sterol,D013261,"[7380334, 29043664]",2
sterols,D013261,"[26643964, 23993531, 27898308, 27231874, 16038192, 27251587, 22425978, 15740876, 22123943]",9
stilbene,D013267,"[19813054, 28246174, 20524642]",3
stilbenes,D013267,"[28246174, 22332977, 23851446]",3
stilbenoids,D013267,[22671027],1
streptidine,C005733,[241738],1
streptogramin,D025361,[11178336],1
streptogramins,D025361,[11178336],1
streptokordin,C512209,[16830891],1
streptolydigin,C100307,[16719836],1
streptomycin,D013307,"[21116414, 20837534, 24948949, 28392268, 24258629, 1537548, 29049321, 12165483, 8140285, 241738, 20133795, 5485731, 26847793, 22486967, 6422823, 21897037, 23341601, 19816520, 24575401, 549988, 20056700, 27382776]",22
streptoseolactone,C586308,[23311635],1
streptothricin,D013309,[2998122],1
strictosidine,C021093,[27548127],1
styrene,D020058,[27538581],1
suberin,C065875,"[22129602, 19968554]",2
suberoyl-anilide hydroxamic acid,D000077337,[29084681],1
succinate,D019802,"[25958185, 7812438, 7142955]",3
succinic acid,D019802,"[15307685, 23924726]",2
sucrose,D013395,"[19708882, 9246777, 28820614, 27002332, 21526440, 25970559, 25996156, 20518352, 24588386, 24932777, 26039483]",11
sugar,D000073893,"[3772735, 27618884, 11934033, 27979131, 27459772, 17466030, 24131360, 25687102, 20423905]",9
sugar alcohols,D013402,"[24445449, 23473968]",2
sugars,D000073893,"[27338261, 27393306, 28072559, 18424273, 25970559, 19884772, 22802156, 26270176, 25290220, 19118125, 27037123]",11
sulfamethoxazole,D013420,[26432787],1
sulfate,D013431,"[29889418, 24428801, 9477250]",3
sulfide,D013440,"[24428801, 23601235]",2
sulfides,D013440,[21207512],1
sulfite,D013447,[18242107],1
sulfur,D013455,"[18253713, 24428801, 17272727, 25769826, 993114, 24848489, 10841973, 23435890, 28762997, 15765609, 23708134, 25970745, 26350134, 25182327]",14
sulphate,D013431,[7812438],1
sulphite,D013447,[7812438],1
superoxide,D013481,"[28921941, 23993531, 28454711, 18755976, 21037009, 21849072]",6
superoxide anion,D013481,[21294820],1
swainsonine,D017026,[22130270],1
syringomycins E,C105246,[18789127],1
tacrolimus,D016559,[28942849],1
tannic acid,D013634,[23435890],1
tannins,D013634,"[27166532, 12474899, 28603127, 28394295, 21796935, 26961755, 20527468, 26001558, 23615124, 22654215, 28865203, 22671027, 27450433, 27842527, 20606771, 15740876]",16
tanshinone,C021751,[17882415],1
taurine,D013654,"[27822648, 20837534]",2
tauro-beta-muricholic acid,C037351,[20837534],1
taurocholate,D013656,[24445449],1
taurocholic acid,D013656,[20837534],1
taurodeoxycholic acid,D013657,[22496825],1
tautomycetin,C058744,[17379718],1
taxanes,D043823,[19946877],1
taxifolin,C003377,[12747214],1
teichoic acid,D013682,[28293039],1
teichuronic acid,C010788,[28293039],1
terpene,D013729,"[22985125, 18421429, 26578069, 24236194, 22039990, 12828468, 26432787]",7
terpenes,D013729,"[21672958, 27483244, 11960184, 27048394, 18421429, 26686620, 26689539, 27231874, 26704531, 22039990, 27487455, 27251587, 23023950, 26335778, 15740876, 23255442]",16
terpenoid,D013729,"[20951024, 23995934, 22985125, 27199034, 22039990, 15388442, 20133795, 12828468, 23840410, 26186031]",10
terpenoids,D013729,"[22985125, 23553377, 28785779, 15303321, 25594287, 28394295, 28846625, 11434213, 20378050, 24941164, 22039990, 22372603, 15388442, 23210781, 19946877, 24453828]",16
terpinolene,C027009,[27231874],1
tertiary butyl alcohol,D020002,[16305145],1
tetracenomycin,C080889,[11132960],1
tetracenomycin C,C020938,[28917933],1
tetracycline,D013752,"[26153129, 29108108, 25646964, 21651627, 26432787, 27842527, 28139884]",7
tetrahydrofolate,C030371,[28784988],1
tetrahydrofuran,C018674,[23160088],1
tetrahydrofurans,D005663,[21118276],1
tetraketide,C413265,[24838618],1
tetramethylpyrazine,C017953,[24633227],1
tetramic acid,C009435,[26160390],1
tetranactin,C003417,[27486824],1
thaxtomin A,C406691,"[19694949, 25826255, 25423263, 15644924, 19968554, 24678834]",6
thiamin pyrophosphate,D013835,[17997835],1
thiamine,D013831,[16597964],1
thiamine pyrophosphate,D013835,[18163882],1
thiazole,D013844,"[11790734, 21429787]",2
thienamycin,C015537,"[15939351, 24633227]",2
thioamide,D013854,[25284750],1
thiocillin,C012574,[25713360],1
thiocillins,C012574,[25713360],1
thiol,D013438,"[8538208, 18629474]",2
thiophene,D013876,"[15765609, 28623383]",2
thiophenes,D013876,[15765609],1
thiostrepton,D013883,"[11132960, 1770350]",2
threonine,D013912,"[19919120, 21384090, 21429787, 20056700]",4
thymidine,D013936,"[26307771, 25970745]",2
thymol,D013943,"[23210781, 23566822, 27272544]",3
tilivalline,C093067,[28993611],1
tirandamycin A,C003608,"[22763704, 26593927]",2
tirandamycin B,C021492,[26593927],1
tobramycin,D014031,[15870443],1
tocopherols,D024505,[27231874],1
toluene,D014050,"[28814712, 27538581]",2
toxoflavin,C009570,[26655755],1
trans-caryophyllene,C024714,[27450433],1
trans-cinnamic acid,C029010,[28814712],1
trehalose,D014199,"[16436433, 19884772]",2
triacylglycerol,D014280,[6400479],1
tricarboxylic acid,D014233,"[21965577, 6035263, 20423905]",3
trichothecenes,D014255,"[16715543, 29261142]",2
triclosan,D014260,[28293709],1
tridecaptins,C017770,[24866700],1
trilactone,C518782,[16830891],1
trimethoprim,D014295,"[27367535, 24808135]",2
trimethylamine,C023336,"[29889418, 24399857]",2
trimethylamine N-oxide,C005855,"[29889418, 27631134]",2
trimethylamine oxide,C005855,[24399857],1
trinactin,C009584,[27486824],1
triphenylmethane,C046945,[22653947],1
triterpene,D014315,[26643964],1
triterpenes,D014315,"[23993531, 26985927, 20527468, 21193844, 22425978, 28623383]",6
triterpenoid,D014315,"[28407906, 20864476]",2
tropodithietic acid,C527336,"[24141121, 21892353, 25769826, 22717884]",4
trp,D014364,[8989880],1
